"gene_id" "target_id" "qval" "b" "description"
"1" "102655788" "XM_006557892.3" 8.79054517099255e-19 -2.9678391454887 NA
"2" "100578329" "XM_026444402.1" 2.06276105864497e-10 -3.13407493655858 "fatty acyl-CoA reductase wat"
"3" "409533" "XM_006569731.3" 9.9630288125841e-09 -6.97754698338718 "annexin B9"
"4" "724367" "XM_001120006.5" 2.5987260392146e-08 -4.91786944919996 "protein lethal(2)essential for life"
"5" "411700" "XM_006571272.3" 6.79479134007539e-06 -1.61249150354946 "heat shock protein 83"
"6" "724756" "XM_001119824.5" 2.57187823972233e-05 -1.59269663999606 NA
"7" "102655631" "XM_026444448.1" 0.000154954256329387 -1.37508097770403 NA
"8" "102655622" "XM_016911802.2" 0.000466636290445329 -1.36702880134198 NA
"9" "726750" "XM_001122470.5" 0.000771781445492878 -1.91823889339875 "fibroin heavy chain"
"10" "411303" "NM_001098224.2" 0.000795487764504566 -2.4944218353372 NA
"11" "408928" "NM_001160064.1" 0.000816147217642884 -1.24083063467025 NA
"12" "409638" "XM_006559407.3" 0.00489173387586586 -1.2631960698818 NA
"13" "100577135" "XM_003250087.4" 0.00890393683217004 -4.86976201178951 "protein amnionless"
"14" "100576384" "XM_026445890.1" 0.0103690685385941 -6.55048868025713 "tyrosine-protein phosphatase 10D"
"15" "411071" "XM_006562151.3" 0.0179789361504387 -1.05168985070576 "dnaJ protein homolog 1"
"16" "410087" "XM_026439152.1" 0.0179789361504387 -1.21148350957633 "uncharacterized protein LOC410087"
"17" "412209" "XM_395671.6" 0.0183469771615326 -1.6060247620148 "probable cytochrome P450 6a17"
"18" "102656934" "XM_006567204.3" 0.0194928039114375 -1.0838045430673 NA
"19" "406142" "NM_001011615.1" 0.0215719783402735 -3.24694044047504 "hymenoptaecin preproprotein"
"20" "410920" "XM_394396.6" 0.0243558249289507 -1.8877307020909 "putative inorganic phosphate cotransporter"
"21" "724208" "XM_016916654.2" 0.0376001574710068 -1.61308621207911 "serine protease snake"
"22" "408686" "XM_392222.7" 0.0376001574710068 -0.976033822416138 "sequestosome-1"
"23" "411188" "XM_006569399.3" 0.0455073793854155 -1.81596074292798 "L-lactate dehydrogenase"
"24" "409675" "XM_393173.7" 0.0482287126694894 -1.41571966047455 "polyubiquitin-A"
"25" "727396" "XM_006569538.2" 0.0499186348147907 -5.43999156863463 "eukaryotic translation initiation factor 2-alpha kinase"
"26" "412885" "XM_016913983.2" 0.0499186348147907 -6.09054060504363 "protein N-terminal asparagine amidohydrolase"
